station_id,bay,horizon,depth_m,temp_c,salinity_psu,oxygen_mgl,ph,latitude,longitude,time,date
14,Амурский залив,0,1.8,12.8,28.72,9,8.22,43.15333,131.77333,18:06:13,5/21/2025
14,Амурский залив,дно,11.3,8.5,31.77,9.1,8.29,43.15333,131.77333,18:06:13,5/21/2025
17,Уссурийский залив,0,2.3,11.9,31.93,9.4,8.26,43.15333,132.07667,10:40:21,5/26/2025
17,Уссурийский залив,дно,17.8,7.0,33.25,8.9,8.26,43.15333,132.07667,10:40:21,5/26/2025
20,Уссурийский залив,0,2.2,13.5,31.65,9.3,8.39,43.15333,132.24,12:32:42,5/26/2025
20,Уссурийский залив,10,10.7,8.9,32.96,10.2,8.33,43.15333,132.24,12:32:42,5/26/2025
20,Уссурийский залив,дно,30.6,5.5,33.42,8.3,8.23,43.15333,132.24,12:32:42,5/26/2025
23,Амурский залив,0,1.9,13.8,29.08,9.6,8.16,43.12,131.70333,19:25:50,5/21/2025
23,Амурский залив,дно,10.6,6.6,32.92,9.1,8.38,43.12,131.70333,19:25:50,5/21/2025
27,Уссурийский залив,0,2.3,10.8,32.55,9.6,8.25,43.10833,132.025,9:50:27,5/26/2025
27,Уссурийский залив,дно,18.0,6.6,33.29,9.1,8.26,43.10833,132.025,9:50:27,5/26/2025
29,Уссурийский залив,0,2.2,12.5,32.11,9.2,8.29,43.11333,132.18333,8:17:12,5/26/2025
29,Уссурийский залив,10,9.7,9.9,33.02,9.6,8.31,43.11333,132.18333,8:17:12,5/26/2025
29,Уссурийский залив,дно,41.2,4.2,33.54,8.3,8.22,43.11333,132.18333,8:17:12,5/26/2025
31,Уссурийский залив,0,2.2,13.4,31.30,9,8.29,43.101388888889,132.3,6:55:08,5/26/2025
31,Уссурийский залив,10,10.7,9.6,32.89,10.3,8.34,43.101388888889,132.3,6:55:08,5/26/2025
31,Уссурийский залив,дно,20.9,7.2,33.23,9,8.27,43.101388888889,132.3,6:55:08,5/26/2025
32,Амурский залив,0,1.6,13.2,30.04,9.3,8.28,43.083611111111,131.65666666667,20:34:05,5/21/2025
32,Амурский залив,дно,10.9,8.9,32.64,9.9,8.41,43.083611111111,131.65666666667,20:34:05,5/21/2025
33,Амурский залив,0,1.6,12.9,30.06,7.4,8.28,43.08333,131.735,20:04:43,5/21/2025
33,Амурский залив,дно,19.4,6.8,33.32,9.4,8.25,43.08333,131.735,20:04:43,5/21/2025
37,Амурский залив,0,1.6,12.3,30.71,8.9,8.33,43.05833,131.65,21:34:24,5/21/2025
37,Амурский залив,10,9.4,7.3,32.92,9.4,8.30,43.05833,131.65,21:34:24,5/21/2025
37,Амурский залив,дно,16.9,6.4,33.26,9.2,8.27,43.05833,131.65,21:34:24,5/21/2025
42,Уссурийский залив,0,1.6,10.5,32.95,9.3,8.28,43.05833,132.09167,3:59:12,5/26/2025
42,Уссурийский залив,10,10.3,8.6,33.04,9.9,8.32,43.05833,132.09167,3:59:12,5/26/2025
42,Уссурийский залив,дно,47.5,3.6,33.62,7.4,8.16,43.05833,132.09167,3:59:12,5/26/2025
44,Уссурийский залив,0,2.1,11.8,32.44,9.4,8.30,43.05833,132.225,5:21:50,5/26/2025
44,Уссурийский залив,10,11.1,9.2,33.01,10.1,8.32,43.05833,132.225,5:21:50,5/26/2025
44,Уссурийский залив,дно,26.1,7.1,33.25,10,8.35,43.05833,132.225,5:21:50,5/26/2025
47,Амурский залив,0,1.3,12.2,29.8724,9.4,8.30,43.025,131.589,14:51:33,5/21/2025
47,Амурский залив,10,10.9,7.8,33.1852,9.6,8.29,43.025,131.589,14:51:33,5/21/2025
47,Амурский залив,дно,16.5,6.7,33.3477 ,9.7,8.32,43.025,131.589,14:51:33,5/21/2025
49,Амурский залив,0,1.5,12.1,31.27,9.2,8.29,43.025,131.70133,23:55:30,5/21/2025
49,Амурский залив,10,10.3,9.1,33.12,9.7,8.30,43.025,131.70133,23:55:30,5/21/2025
49,Амурский залив,дно,22.8,7.0,33.31,9.7,8.31,43.025,131.70133,23:55:30,5/21/2025
51,Уссурийский залив,0,2.1,13.3,31.37,9.2,8.31,43.00833,131.95,11:40:58,5/23/2025
51,Уссурийский залив,дно,28.5,5.0,33.45,8.6,8.27,43.00833,131.95,11:40:58,5/23/2025
53,Амурский залив,0,1.6,11.9,31.41,9.1,8.31,42.99,131.63,2:15:04,5/22/2025
53,Амурский залив,10,10.6,8.5,33.16,9.7,8.32,42.99,131.63,2:15:04,5/22/2025
53,Уссурийский залив,дно,32.5,5.3,33.44,9.5,8.24,42.99,131.63,2:15:04,5/22/2025
56,Уссурийский залив,0,2.0,11.5,32.43,9.9,8.31,42.98333,132,12:48:30,5/23/2025
56,Уссурийский залив,10,10.9,8.7,32.96,9.6,8.33,42.98333,132,12:48:30,5/23/2025
56,Уссурийский залив,дно,48.0,3.6,33.64,9.4,8.29,42.98333,132,12:48:30,5/23/2025
58,Уссурийский залив,0,1.8,11.0,32.95,9.6,8.29,42.99,132.20417,2:27:48,5/26/2025
58,Уссурийский залив,10,10.0,10.6,32.96,9.2,8.30,42.99,132.20417,2:27:48,5/26/2025
58,Уссурийский залив,дно,31.0,6.8,33.26,8.8,8.27,42.99,132.20417,2:27:48,5/26/2025
59,Уссурийский залив,0,2.1,13.0,32.13,9.7,8.29,43.01333,132.30667,1:46:40,5/26/2025
59,Уссурийский залив,10,10.3,10.2,32.93,9.1,8.28,43.01333,132.30667,1:46:40,5/26/2025
59,Уссурийский залив,дно,22.7,4.7,33.45,8.6,8.28,43.01333,132.30667,1:46:40,5/26/2025
61,Амурский залив,0,1.9,11.7,31.59,9.1,8.31,42.959,131.58133,4:16:54,5/22/2025
61,Амурский залив,10,10.0,7.6,33.25,9.9,8.32,42.959,131.58133,4:16:54,5/22/2025
61,Амурский залив,дно,33.4,4.9,33.34,9,8.26,42.959,131.58133,4:16:54,5/22/2025
63,Амурский залив,0,1.8,9.6,32.93,9.6,8.30,42.95833,131.68,3:15:35,5/22/2025
63,Амурский залив,10,10.5,8.1,33.21,10,8.31,42.95833,131.68,3:15:35,5/22/2025
63,Амурский залив,дно,27.4,5.3,33.49,9.5,8.30,42.95833,131.68,3:15:35,5/22/2025
67,Уссурийский залив,0,1.9,11.2,32.37,9.6,8.32,42.92333,131.83333,9:55:29,5/23/2025
67,Уссурийский залив,дно,43.0,4.2,33.51,9.6,8.30,42.92333,131.83333,9:55:29,5/23/2025
68,Уссурийский залив,0,2.2,9.4,33.00,9.8,8.31,42.93333,131.94333,10:50:15,5/23/2025
68,Уссурийский залив,10,9.7,8.5,33.01,9.8,8.33,42.93333,131.94333,10:50:15,5/23/2025
68,Уссурийский залив,дно,57.3,3.2,33.67,9.1,8.26,42.93333,131.94333,10:50:15,5/23/2025
69,Уссурийский залив,0,2.4,10.3,33.01,9.5,8.30,42.92333,132.06333,13:36:03,5/23/2025
69,Уссурийский залив,10,10.2,8.8,33.07,10.1,8.33,42.92333,132.06333,13:36:03,5/23/2025
69,Уссурийский залив,дно,46.8,3.2,33.61,9.4,8.28,42.92333,132.06333,13:36:03,5/23/2025
70,Уссурийский залив,0,2.1,11.5,32.78,9.7,8.27,42.88667,132.2,0:14:05,5/26/2025
70,Уссурийский залив,10,9.9,10.4,32.96,9.9,8.30,42.88667,132.2,0:14:05,5/26/2025
70,Уссурийский залив,дно,53.3,3.0,33.63,9.3,8.25,42.88667,132.2,0:14:05,5/26/2025
73,Открытая часть залива Петра Великого,0,2.0,11.0,32.43,9.7,8.31,42.90167,131.775,8:48:01,5/23/2025
73,Открытая часть залива Петра Великого,дно,39.4,4.5,33.47,9.6,8.30,42.90167,131.775,8:48:01,5/23/2025
78,Открытая часть залива Петра Великого,0,2.1,9.1,32.97,9.6,8.31,42.84333,131.535,7:57:54,5/22/2025
78,Открытая часть залива Петра Великого,дно,48.3,4.5,33.60,9.2,8.27,42.84333,131.535,7:57:54,5/22/2025
80,Открытая часть залива Петра Великого,0,2.1,9.9,33.10,9.8,8.27,42.84333,131.74167,6:16:00,5/24/2025
80,Открытая часть залива Петра Великого,дно,55.4,3.6,33.62,9.7,8.27,42.84333,131.74167,6:16:00,5/24/2025
81,Открытая часть залива Петра Великого,0,2.3,8.2,33.11,9.8,8.32,42.84333,131.855,7:55:47,5/23/2025
81,Открытая часть залива Петра Великого,дно,58.3,2.7,33.70,9.2,8.27,42.84333,131.855,7:55:47,5/23/2025
84,Открытая часть залива Петра Великого,0,2.1,9.9,32.93,9.6,8.28,42.84333,132.19833,9:25:51,5/24/2025
84,Открытая часть залива Петра Великого,дно,68.1,2.7,33.68,9.7,8.25,42.84333,132.19833,9:25:51,5/24/2025
86,Открытая часть залива Петра Великого,0,1.9,9.8,33.03,9.6,8.28,42.815,132.31,12:22:22,5/24/2025
86,Открытая часть залива Петра Великого,дно,60.6,2.6,33.70,9.3,8.25,42.815,132.31,12:22:22,5/24/2025
88,Открытая часть залива Петра Великого,0,2.2,10.0,32.92,9.8,8.29,42.7625,132.30583,11:28:28,5/24/2025
88,Открытая часть залива Петра Великого,дно,67.6,2.2,33.86,9,8.24,42.7625,132.30583,11:28:28,5/24/2025
89,Открытая часть залива Петра Великого,0,1.6,10.7,33.00,9.4,8.27,42.4,131.2,19:13:29,5/22/2025
89,Открытая часть залива Петра Великого,дно,100.1,2.1,33.98,9.5,8.26,42.4,131.2,19:13:29,5/22/2025
91,Открытая часть залива Петра Великого,0,1.7,10.3,33.07,9.5,8.27,42.5,131.2,7:20:19,5/23/2025
91,Открытая часть залива Петра Великого,дно,59.6,3.2,33.70,9.5,8.26,42.5,131.2,7:20:19,5/23/2025
94,Открытая часть залива Петра Великого,0,1.7,11.4,32.96,9.6,8.27,42.45,131.4,21:23:18,5/22/2025
94,Открытая часть залива Петра Великого,дно,81.7,1.9,33.99,9.6,8.24,42.45,131.4,21:23:18,5/22/2025
96,Открытая часть залива Петра Великого,0,1.8,11.7,32.98,9.3,8.27,42.55,131.4,16:18:01,5/22/2025
96,Открытая часть залива Петра Великого,дно,70.7,2.1,33.78,9.5,8.25,42.55,131.4,16:18:01,5/22/2025
99,Открытая часть залива Петра Великого,0,1.7,4.7,32.54,9.7,8.37,42.7,131.4,10:52:42,5/22/2025
99,Открытая часть залива Петра Великого,дно,25.8,10.5,33.53,9.5,8.21,42.7,131.4,10:52:42,5/22/2025
101,Открытая часть залива Петра Великого,0,1.9,10.9,32.30,9.3,8.29,42.8,131.4,9:33:58,5/22/2025
101,Открытая часть залива Петра Великого,дно,22.0,5.5,33.46,9.9,8.31,42.8,131.4,9:33:58,5/22/2025
102,Открытая часть залива Петра Великого,0,2.1,9.6,33.27,9.8,8.30,42.4,131.6,0:45:47,5/23/2025
102,Открытая часть залива Петра Великого,дно,201.1,1.9,34.03,9.2,8.25,42.4,131.6,0:45:47,5/23/2025
104,Открытая часть залива Петра Великого,0,1.7,11.0,33.69,9.4,8.30,42.5,131.6,23:26:07,5/22/2025
104,Открытая часть залива Петра Великого,дно,87.2,2.4,33.99,9.3,8.27,42.5,131.6,23:26:07,5/22/2025
106,Открытая часть залива Петра Великого,0,2.5,10.2,33.36,9.6,8.29,42.6,131.6,14:18:41,5/22/2025
106,Открытая часть залива Петра Великого,дно,78.9,2.2,33.83,9.8,8.26,42.6,131.6,14:18:41,5/22/2025
108,Открытая часть залива Петра Великого,0,1.8,10.1,33.06,9.8,8.29,42.7,131.6,12:58:39,5/22/2025
108,Открытая часть залива Петра Великого,дно,67.1,2.4,33.72,9.5,8.25,42.7,131.6,12:58:39,5/22/2025
112,Открытая часть залива Петра Великого,0,1.5,8.6,33.33,10,8.32,42.45,131.8,2:55:36,5/23/2025
112,Открытая часть залива Петра Великого,дно,213.9,1.9,34.03,9.1,8.27,42.45,131.8,2:55:36,5/23/2025
114,Открытая часть залива Петра Великого,0,1.7,10.2,33.72,9.7,8.32,42.55,131.8,4:08:16,5/23/2025
114,Открытая часть залива Петра Великого,дно,86.3,2.7,33.99,9.6,8.30,42.55,131.8,4:08:16,5/23/2025
116,Открытая часть залива Петра Великого,0,2.2,9.4,33.23,9.9,8.31,42.65,131.8,5:20:45,5/23/2025
116,Открытая часть залива Петра Великого,дно,67.2,2.4,33.74,9.7,8.29,42.65,131.8,5:20:45,5/23/2025
118,Открытая часть залива Петра Великого,0,2.1,9.1,33.27,9.8,8.31,42.75,131.8,6:38:50,5/23/2025
118,Открытая часть залива Петра Великого,дно,65.7,2.4,33.71,9.2,8.27,42.75,131.8,6:38:50,5/23/2025
120,Открытая часть залива Петра Великого,0,1.9,9.7,33.31,9.9,8.28,42.4,132,0:04:14,5/24/2025
120,Открытая часть залива Петра Великого,дно,209.1,1.8,34.04,8.9,8.23,42.4,132,0:04:14,5/24/2025
122,Открытая часть залива Петра Великого,0,1.8,9.7,33.37,10,8.30,42.5,132,1:14:29,5/24/2025
122,Открытая часть залива Петра Великого,10,10.4,7.6,33.42,10.6,8.33,42.5,132,1:14:29,5/24/2025
122,Открытая часть залива Петра Великого,дно,94.5,2.8,33.86,10,8.29,42.5,132,1:14:29,5/24/2025
124,Открытая часть залива Петра Великого,0,1.9,9.0,33.29,10.1,8.30,42.6,132,2:16:56,5/24/2025
124,Открытая часть залива Петра Великого,10,10.0,8.1,33.31,10.3,8.33,42.6,132,2:16:56,5/24/2025
124,Открытая часть залива Петра Великого,дно,86.2,2.6,33.95,9.5,8.29,42.6,132,2:16:56,5/24/2025
126,Открытая часть залива Петра Великого,0,1.9,10.1,33.42,9.9,8.29,42.7,132,17:18:01,5/23/2025
126,Открытая часть залива Петра Великого,дно,67.2,2.4,33.69,9.5,8.28,42.7,132,17:18:01,5/23/2025
128,Открытая часть залива Петра Великого,0,2.0,9.1,33.17,10.3,8.28,42.8,132,15:57:10,5/23/2025
128,Открытая часть залива Петра Великого,дно,71.3,2.5,33.68,9.4,8.25,42.8,132,15:57:10,5/23/2025
130,Открытая часть залива Петра Великого,0,2.0,9.7,33.09,9.9,8.24,42.45,132.2,22:12:35,5/23/2025
130,Открытая часть залива Петра Великого,10,9.4,7.3,33.39,10.2,8.31,42.45,132.2,22:12:35,5/23/2025
130,Открытая часть залива Петра Великого,дно,121.2,2.2,34.03,9.3,8.25,42.45,132.2,22:12:35,5/23/2025
132,Открытая часть залива Петра Великого,0,1.7,10.1,32.89,9.6,8.28,42.55,132.2,21:03:11,5/23/2025
132,Открытая часть залива Петра Великого,10,9.2,8.3,33.07,10.3,8.32,42.55,132.2,21:03:11,5/23/2025
132,Открытая часть залива Петра Великого,дно,81.8,2.4,33.98,9.3,8.25,42.55,132.2,21:03:11,5/23/2025
134,Открытая часть залива Петра Великого,0,2.1,9.6,32.94,10,8.28,42.65,132.2,19:01:25,5/23/2025
134,Открытая часть залива Петра Великого,дно,76.7,2.5,33.99,9.3,8.25,42.65,132.2,19:01:25,5/23/2025
136,Открытая часть залива Петра Великого,0,2.1,9.4,32.95,9.8,8.29,42.75,132.2,10:42:26,5/24/2025
136,Открытая часть,дно,72.1,2.1,33.90,9,8.24,42.75,132.2,10:42:26,5/24/2025
138,Открытая часть залива Петра Великого,0,2.3,9.4,33.67,9.7,8.31,42.4,132.4,22:19:06,5/24/2025
138,Открытая часть залива Петра Великого,дно,207.1,1.9,34.04,9.2,8.26,42.4,132.4,22:19:06,5/24/2025
140,Открытая часть залива Петра Великого,0,2.2,8.7,33.28,10.8,8.29,42.5,132.4,20:57:26,5/24/2025
140,Открытая часть залива Петра Великого,дно,103.9,2.2,34.02,9.6,8.26,42.5,132.4,20:57:26,5/24/2025
142,Открытая часть залива Петра Великого,0,1.1,8.3,33.44,10.3,8.27,42.6,132.4,19:41:21,5/24/2025
142,Открытая часть залива Петра Великого,дно,90.6,2.5,33.95,9.5,8.26,42.6,132.4,19:41:21,5/24/2025
144,Открытая часть залива Петра Великого,0,2.2,8.0,33.03,10.2,8.32,42.7,132.4,18:18:03,5/24/2025
144,Открытая часть залива Петра Великого,дно,73.1,2.2,33.89,9.4,8.27,42.7,132.4,18:18:03,5/24/2025
148,Открытая часть залива Петра Великого,0,2.1,8.8,33.19,9.9,8.30,42.45,132.6,0:24:00,5/25/2025
148,Открытая часть залива Петра Великого,дно,205.4,2.0,34.03,9.4,8.25,42.45,132.6,0:24:00,5/25/2025
150,Открытая часть залива Петра Великого,0,1.8,8.4,33.21,10,8.30,42.55,132.6,1:37:26,5/25/2025
150,Открытая часть залива Петра Великого,дно,111.2,2.5,33.97,9.4,8.26,42.55,132.6,1:37:26,5/25/2025
152,Открытая часть залива Петра Великого,0,2.0,8.8,33.27,10,8.33,42.65,132.6,2:47:49,5/25/2025
152,Открытая часть залива Петра Великого,дно,86.5,2.3,33.91,9.6,8.28,42.65,132.6,2:47:49,5/25/2025
154,Открытая часть залива Петра Великого,0,2.4,9.7,32.75,9.6,8.32,42.75,132.6,16:12:48,5/24/2025
154,Открытая часть залива Петра Великого,дно,58.7,2.4,33.80,9.8,8.29,42.75,132.6,16:12:48,5/24/2025
158,Открытая часть залива Петра Великого,0,1.6,8.8,32.68,9.6,8.29,42.5,132.8,8:13:37,5/25/2025
158,Открытая часть залива Петра Великого,дно,202.0,2.1,34.03,9.3,8.22,42.5,132.8,8:13:37,5/25/2025
160,Открытая часть залива Петра Великого,0,1.8,9.0,32.67,9.8,8.29,42.6,132.8,6:49:50,5/25/2025
160,Открытая часть залива Петра Великого,дно,102.7,2.3,33.93,9.4,8.24,42.6,132.8,6:49:50,5/25/2025
162,Открытая часть залива Петра Великого,0,2.3,8.5,32.89,9.9,8.31,42.7,132.8,5:30:50,5/25/2025
162,Открытая часть залива Петра Великого,дно,54.7,2.5,33.73,9.7,8.30,42.7,132.8,5:30:50,5/25/2025
164,Открытая часть залива Петра Великого,0,2.0,10.1,32.07,9.6,8.30,42.8,132.8,4:21:00,5/25/2025
164,Открытая часть залива Петра Великого,дно,21.6,5.3,33.40,9.8,8.32,42.8,132.8,4:21:00,5/25/2025
168,Открытая часть залива Петра Великого,0,1.8,8.5,33.39,9.8,8.30,42.55,133,11:03:30,5/25/2025
168,Открытая часть залива Петра Великого,дно,200.7,2.1,34.03,10.1,8.24,42.55,133,11:03:30,5/25/2025
170,Открытая часть залива Петра Великого,0,2.5,8.3,33.22,10.2,8.30,42.65,133,12:20:34,5/25/2025
170,Открытая часть залива Петра Великого,дно,82.9,2.4,33.89,9.5,8.27,42.65,133,12:20:34,5/25/2025
174,Открытая часть залива Петра Великого,0,1.6,8.9,33.29,9.7,8.31,42.5,133.2,17:01:15,5/25/2025
174,Открытая часть залива Петра Великого,дно,207.3,1.8,34.03,9.1,8.24,42.5,133.2,17:01:15,5/25/2025
176,Открытая часть залива Петра Великого,0,1.9,8.7,33.39,9.7,8.31,42.6,133.2,15:35:08,5/25/2025
176,Открытая часть залива Петра Великого,дно,127.6,2.3,34.00,9.6,8.26,42.6,133.2,15:35:08,5/25/2025
178,Открытая часть залива Петра Великого,0,2.7,8.4,33.18,10.2,8.30,42.7,133.2,14:21:19,5/25/2025
178,Открытая часть залива Петра Великого,дно,53.3,2.9,33.81,9.9,8.28,42.7,133.2,14:21:19,5/25/2025
06,Уссурийский залив,0,0,17.02,32.26,7.5,8.26,43.24167,132.27917,0:00:00,5/21/2024
06,Уссурийский залив,дно,11,15.46,32.5,7.7,8.29,43.24167,132.27917,0:00:00,5/21/2024
08,Амурский залив,0,0,17.32,29.53,9.2,8.26,43.2,131.78333,0:00:00,5/21/2024
08,Амурский залив,дно,14,14.53,32.26,6.7,8.13,43.2,131.78333,0:00:00,5/21/2024
10,Амурский залив,0,0,17.32,30.28,9.8,8.26,43.18333,131.88333,0:00:00,5/21/2024
10,Амурский залив,дно,17.9,11.69,32.99,8,8.21,43.18333,131.88333,0:00:00,5/21/2024
11,Уссурийский залив,0,0,17.51,32.37,7.5,8.22,43.2,132.17917,0:00:00,5/21/2024
11,Уссурийский залив,дно,14,9.04,33.65,7,8.31,43.2,132.17917,0:00:00,5/21/2024
12,Уссурийский залив,0,0,17.60,32.43,7.5,8.27,43.2,132.245,0:00:00,5/21/2024
12,Уссурийский залив,10,10,17.56,32.41,7.5,8.27,43.2,132.245,0:00:00,5/21/2024
12,Уссурийский залив,дно,20,6.41,33.81,7.1,8.22,43.2,132.245,0:00:00,5/21/2024
14,Амурский залив,0,0,17.82,30.16,9.2,8.26,43.15333,131.77333,0:00:00,5/21/2024
14,Амурский залив,дно,12.3,14.57,32.21,6.6,8.14,43.15333,131.77333,0:00:00,5/21/2024
17,Уссурийский залив,0,0,17.55,32.38,7.5,8.28,43.15333,132.07667,0:00:00,5/21/2024
17,Уссурийский залив,дно,17,12.10,33.12,7.4,8.29,43.15333,132.07667,0:00:00,5/21/2024
20,Уссурийский залив,0,0,17.48,32.46,7.6,8.27,43.15333,132.24,0:00:00,5/21/2024
20,Уссурийский залив,10,10,17.52,32.44,7.4,8.23,43.15333,132.24,0:00:00,5/21/2024
20,Уссурийский залив,дно,32,5.00,33.87,6.9,8.14,43.15333,132.24,0:00:00,5/21/2024
23,Амурский залив,0,0,17.82,30.03,8.7,8.27,43.12,131.70333,0:00:00,5/21/2024
23,Амурский залив,дно,10.4,17.07,31.65,8.6,8.27,43.12,131.70333,0:00:00,5/21/2024
26,Амурский залив,0,0,17.35,30.8,13.3,8.21,43.12,131.82367,0:00:00,5/21/2024
26,Амурский залив,10,10.8,17.42,31.16,10.2,8.24,43.12,131.82367,0:00:00,5/21/2024
26,Амурский залив,дно,19.3,8.28,33.62,7.6,8.10,43.12,131.82367,0:00:00,5/21/2024
27,Уссурийский залив,0,0,18.05,32.52,7.6,8.26,43.10833,132.025,0:00:00,5/21/2024
27,Уссурийский залив,дно,20,14.56,32.90,7.8,8.30,43.10833,132.025,0:00:00,5/21/2024
29,Уссурийский залив,0,0,17.44,32.49,7.6,8.26,43.11333,132.18333,0:00:00,5/21/2024
29,Уссурийский залив,10,10,17.43,32.48,7.7,8.25,43.11333,132.18333,0:00:00,5/21/2024
29,Уссурийский залив,дно,40,4.00,33.93,7.8,8.19,43.11333,132.18333,0:00:00,5/21/2024
31,Уссурийский залив,0,0,15.80,32.35,7.7,8.20,43.12833,132.3,0:00:00,5/21/2024
31,Уссурийский залив,10,10,10.47,33.40,8,8.24,43.12833,132.3,0:00:00,5/21/2024
31,Уссурийский залив,дно,18,8.29,33.58,8,8.20,43.12833,132.3,0:00:00,5/21/2024
33,Амурский залив,0,0,17.77,30.65,8.4,8.27,43.08333,131.735,0:00:00,5/21/2024
33,Амурский залив,дно,12.9,16.94,31.47,8,8.28,43.08333,131.735,0:00:00,5/21/2024
37,Амурский залив,0,0,18.08,30.94,8,8.25,43.05833,131.65,0:00:00,5/21/2024
37,Амурский залив,10,10,18.38,31.72,7.7,8.27,43.05833,131.65,0:00:00,5/21/2024
37,Амурский залив,дно,16.3,14.08,32.60,6.8,8.20,43.05833,131.65,0:00:00,5/21/2024
42,Уссурийский залив,0,0,18.01,32.53,7.3,8.27,43.05833,132.09167,0:00:00,5/21/2024
42,Уссурийский залив,10,10,18.05,32.53,7.6,8.26,43.05833,132.09167,0:00:00,5/21/2024
42,Уссурийский залив,дно,46,4.33,33.9,8.7,8.21,43.05833,132.09167,0:00:00,5/21/2024
44,Уссурийский залив,0,0,17.20,32.52,6.7,8.25,43.05833,132.225,0:00:00,5/21/2024
44,Уссурийский залив,10,10,17.16,32.51,7.1,8.24,43.05833,132.225,0:00:00,5/21/2024
44,Уссурийский залив,дно,23,6.23,33.77,6.7,8.24,43.05833,132.225,0:00:00,5/21/2024
47,Амурский залив,0,0,18.08,30.95,8.1,8.28,43.025,131.589,0:00:00,5/21/2024
47,Амурский залив,10,10,18.29,31.73,7.7,8.27,43.025,131.589,0:00:00,5/21/2024
47,Амурский залив,дно,19.3,12.03,33.12,5.1,8.04,43.025,131.589,0:00:00,5/21/2024
49,Амурский залив,0,0,18.10,31.51,7.8,8.24,43.025,131.70133,0:00:00,5/21/2024
49,Амурский залив,10,10,18.12,31.51,7.2,8.13,43.025,131.70133,0:00:00,5/21/2024
49,Амурский залив,дно,24,7.10,33.70,6.6,8.12,43.025,131.70133,0:00:00,5/21/2024
51,Уссурийский залив,0,0,17.96,32.54,7.4,8.25,43.00833,131.95,0:00:00,5/21/2024
51,Уссурийский залив,дно,26,6.01,33.81,7.2,8.21,43.00833,131.95,0:00:00,5/21/2024
53,Амурский залив,0,0,17.60,31.41,8.1,8.25,42.99,131.63,0:00:00,5/21/2024
53,Амурский залив,10,10,17.57,31.4,8,8.29,42.99,131.63,0:00:00,5/21/2024
53,Амурский залив,дно,32.7,5.14,33.85,7,8.14,42.99,131.63,0:00:00,5/21/2024
56,Уссурийский залив,0,0,17.84,32.54,7.6,8.25,42.98333,132,0:00:00,5/21/2024
56,Уссурийский залив,10,10,17.84,32.53,7.5,8.27,42.98333,132,0:00:00,5/21/2024
56,Уссурийский залив,дно,43,2.97,34.00,8.2,8.19,42.98333,132,0:00:00,5/21/2024
58,Уссурийский залив,0,0,16.92,32.54,6.9,8.26,42.99,132.20417,0:00:00,5/21/2024
58,Уссурийский залив,10,10,16.94,32.53,6.4,8.27,42.99,132.20417,0:00:00,5/21/2024
58,Уссурийский залив,дно,32,3.24,33.97,7,8.26,42.99,132.20417,0:00:00,5/21/2024
59,Уссурийский залив,0,0,9.05,33.4,7.1,8.22,43.01333,132.30667,0:00:00,5/21/2024
59,Уссурийский залив,10,10,4.88,33.86,6.8,8.18,43.01333,132.30667,0:00:00,5/21/2024
59,Уссурийский залив,дно,24,3.61,33.95,7.4,8.15,43.01333,132.30667,0:00:00,5/21/2024
61,Амурский залив,0,0,18.16,31.78,7.7,8.24,42.959,131.58133,0:00:00,5/21/2024
61,Амурский залив,10,10,17.99,31.92,7.6,8.23,42.959,131.58133,0:00:00,5/21/2024
